group,id,course,trimester,grade
8,827,Hunting and Gathering Skills,3,12
8,827,Hunting and Gathering Skills,3,12.5
8,827,Hunting and Gathering Skills,3,11.5
8,827,Hunting and Gathering Skills,3,5.5
8,827,Hunting and Gathering Skills,3,12.5
8,827,Hunting and Gathering Skills,3,7.5
8,827,Language and Linguistics,3,11.3
8,827,Language and Linguistics,3,10.4
8,827,Language and Linguistics,3,7.8
8,827,Language and Linguistics,3,12.4
8,827,Shamanism and Spiritual Practices,3,4
8,827,Shamanism and Spiritual Practices,3,6
8,827,Shamanism and Spiritual Practices,3,13.5
8,827,Shamanism and Spiritual Practices,3,9
8,827,Shamanism and Spiritual Practices,3,17
8,827,Shamanism and Spiritual Practices,3,9.5
8,827,Shamanism and Spiritual Practices,3,10
8,827,Shamanism and Spiritual Practices,3,3.5
8,827,Shamanism and Spiritual Practices,3,6
8,827,Social Organization and Governance,1,14
8,827,Social Organization and Governance,1,14
8,827,Social Organization and Governance,1,13
8,827,Social Organization and Governance,1,15
8,827,Social Organization and Governance,1,13
8,827,Social Organization and Governance,1,15
8,827,Social Organization and Governance,1,13
8,827,Social Organization and Governance,1,13
8,827,Tribal Lore and Traditions,2,10.25
8,827,Tribal Lore and Traditions,2,17.25
8,827,Tribal Lore and Traditions,2,18.75
8,827,Tribal Lore and Traditions,2,10.75
8,827,Warfare and Diplomacy,3,10.25
8,827,Warfare and Diplomacy,3,11
8,827,Warfare and Diplomacy,3,10.75
8,827,Warfare and Diplomacy,3,10.5
8,827,Warfare and Diplomacy,3,17.25
8,833,Art and Symbolism,1,5
8,833,Art and Symbolism,1,5.5
8,833,Art and Symbolism,1,6.5
8,833,Astronomy and Celestial Navigation,2,13.5
8,833,Astronomy and Celestial Navigation,2,11
8,833,Astronomy and Celestial Navigation,2,9
8,833,Environmental Stewardship,2,11
8,833,Environmental Stewardship,2,4.5
8,833,Environmental Stewardship,2,11.75
8,833,Herbalism and Medicine,2,7
8,833,Herbalism and Medicine,2,10.75
8,833,Hunting and Gathering Skills,3,14.5
8,833,Hunting and Gathering Skills,3,15.5
8,833,Hunting and Gathering Skills,3,8.5
8,833,Hunting and Gathering Skills,3,15
8,833,Hunting and Gathering Skills,3,11
8,833,Hunting and Gathering Skills,3,14
8,833,Hunting and Gathering Skills,3,9.5
8,833,Language and Linguistics,3,8
8,833,Language and Linguistics,3,9.8
8,833,Language and Linguistics,3,8.4
8,833,Language and Linguistics,3,14.7
8,833,Shamanism and Spiritual Practices,3,4.5
8,833,Shamanism and Spiritual Practices,3,8.5
8,833,Shamanism and Spiritual Practices,3,11
8,833,Shamanism and Spiritual Practices,3,6
8,833,Shamanism and Spiritual Practices,3,6.5
8,833,Shamanism and Spiritual Practices,3,4.5
8,833,Shamanism and Spiritual Practices,3,7
8,833,Shamanism and Spiritual Practices,3,7
8,833,Shamanism and Spiritual Practices,3,7.5
8,833,Shamanism and Spiritual Practices,3,7.5
8,833,Social Organization and Governance,1,13
8,833,Social Organization and Governance,1,17
8,833,Social Organization and Governance,1,14
8,833,Social Organization and Governance,1,17
8,833,Social Organization and Governance,1,13
8,833,Social Organization and Governance,1,14
8,833,Social Organization and Governance,1,14
8,833,Social Organization and Governance,1,12
8,833,Tribal Lore and Traditions,2,11.75
8,833,Tribal Lore and Traditions,2,7.75
8,833,Tribal Lore and Traditions,2,11.25
8,833,Tribal Lore and Traditions,2,13.75
8,833,Tribal Lore and Traditions,2,12
8,833,Warfare and Diplomacy,3,11.25
8,833,Warfare and Diplomacy,3,11
8,833,Warfare and Diplomacy,3,19
8,833,Warfare and Diplomacy,3,8
8,833,Warfare and Diplomacy,3,9.25
8,869,Art and Symbolism,1,0.5
8,869,Art and Symbolism,1,8
8,869,Art and Symbolism,1,5.5
8,869,Astronomy and Celestial Navigation,2,12.5
8,869,Astronomy and Celestial Navigation,2,11.5
8,869,Astronomy and Celestial Navigation,2,7.5
8,869,Astronomy and Celestial Navigation,2,13
8,869,Environmental Stewardship,2,6.5
8,869,Environmental Stewardship,2,7.5
8,869,Environmental Stewardship,2,5.5
8,869,Herbalism and Medicine,2,7.75
8,869,Herbalism and Medicine,2,8
8,869,Herbalism and Medicine,2,8.25
8,869,Hunting and Gathering Skills,3,8
8,869,Hunting and Gathering Skills,3,5.5
8,869,Hunting and Gathering Skills,3,8.5
8,869,Hunting and Gathering Skills,3,7
8,869,Hunting and Gathering Skills,3,9
8,869,Hunting and Gathering Skills,3,13
8,869,Hunting and Gathering Skills,3,9.5
8,869,Language and Linguistics,3,10.2
8,869,Language and Linguistics,3,11.9
8,869,Language and Linguistics,3,7.6
8,869,Language and Linguistics,3,13
8,869,Shamanism and Spiritual Practices,3,7
8,869,Shamanism and Spiritual Practices,3,8.5
8,869,Shamanism and Spiritual Practices,3,8.5
8,869,Shamanism and Spiritual Practices,3,3.5
8,869,Shamanism and Spiritual Practices,3,8
8,869,Shamanism and Spiritual Practices,3,3
8,869,Shamanism and Spiritual Practices,3,5
8,869,Shamanism and Spiritual Practices,3,6
8,869,Shamanism and Spiritual Practices,3,6.5
8,869,Social Organization and Governance,1,15
8,869,Social Organization and Governance,1,15
8,869,Social Organization and Governance,1,14
8,869,Social Organization and Governance,1,13
8,869,Social Organization and Governance,1,14
8,869,Social Organization and Governance,1,16
8,869,Social Organization and Governance,1,12
8,869,Tribal Lore and Traditions,2,13.25
8,869,Tribal Lore and Traditions,2,6
8,869,Tribal Lore and Traditions,2,3.25
8,869,Tribal Lore and Traditions,2,12.25
8,869,Tribal Lore and Traditions,2,12.5
8,869,Warfare and Diplomacy,3,14.25
8,869,Warfare and Diplomacy,3,10.5
8,869,Warfare and Diplomacy,3,18.5
8,869,Warfare and Diplomacy,3,16
8,869,Warfare and Diplomacy,3,12.75
9,28,Art and Symbolism,1,12
9,28,Art and Symbolism,1,8.5
9,28,Art and Symbolism,1,10
9,28,Astronomy and Celestial Navigation,2,12
9,28,Astronomy and Celestial Navigation,2,10.5
9,28,Astronomy and Celestial Navigation,2,12
9,28,Astronomy and Celestial Navigation,2,10
9,28,Environmental Stewardship,2,14
9,28,Environmental Stewardship,2,6
9,28,Herbalism and Medicine,2,10.5
9,28,Herbalism and Medicine,2,9.5
9,28,Herbalism and Medicine,2,10.5
9,28,Hunting and Gathering Skills,3,11.5
9,28,Hunting and Gathering Skills,3,8.5
9,28,Hunting and Gathering Skills,3,7.5
9,28,Hunting and Gathering Skills,3,14
9,28,Hunting and Gathering Skills,3,17
9,28,Hunting and Gathering Skills,3,11
9,28,Language and Linguistics,3,10.7
9,28,Language and Linguistics,3,11.1
9,28,Language and Linguistics,3,10.4
9,28,Language and Linguistics,3,9
9,28,Shamanism and Spiritual Practices,3,8.5
9,28,Shamanism and Spiritual Practices,3,6.5
9,28,Shamanism and Spiritual Practices,3,6
9,28,Shamanism and Spiritual Practices,3,10
9,28,Shamanism and Spiritual Practices,3,13
9,28,Shamanism and Spiritual Practices,3,11.5
9,28,Shamanism and Spiritual Practices,3,14
9,28,Shamanism and Spiritual Practices,3,11
9,28,Shamanism and Spiritual Practices,3,13.5
9,28,Social Organization and Governance,1,12
9,28,Social Organization and Governance,1,14
9,28,Social Organization and Governance,1,14
9,28,Social Organization and Governance,1,14
9,28,Social Organization and Governance,1,17
9,28,Social Organization and Governance,1,14
9,28,Social Organization and Governance,1,15
9,28,Tribal Lore and Traditions,2,11
9,28,Tribal Lore and Traditions,2,16.5
9,28,Tribal Lore and Traditions,2,7.75
9,28,Tribal Lore and Traditions,2,20
9,28,Warfare and Diplomacy,3,16.5
9,28,Warfare and Diplomacy,3,12
9,28,Warfare and Diplomacy,3,14.75
9,28,Warfare and Diplomacy,3,14
9,46,Art and Symbolism,1,9
9,46,Art and Symbolism,1,8.5
9,46,Art and Symbolism,1,7.5
9,46,Astronomy and Celestial Navigation,2,13
9,46,Astronomy and Celestial Navigation,2,11
9,46,Astronomy and Celestial Navigation,2,14
9,46,Astronomy and Celestial Navigation,2,11.5
9,46,Environmental Stewardship,2,14.25
9,46,Environmental Stewardship,2,12.5
9,46,Environmental Stewardship,2,11.25
9,46,Herbalism and Medicine,2,12.75
9,46,Herbalism and Medicine,2,10.5
9,46,Herbalism and Medicine,2,11
9,46,Hunting and Gathering Skills,3,8.5
9,46,Hunting and Gathering Skills,3,12.5
9,46,Hunting and Gathering Skills,3,8.5
9,46,Hunting and Gathering Skills,3,12.5
9,46,Hunting and Gathering Skills,3,11
9,46,Hunting and Gathering Skills,3,10
9,46,Hunting and Gathering Skills,3,12
9,46,Language and Linguistics,3,10.5
9,46,Language and Linguistics,3,12.1
9,46,Language and Linguistics,3,9.1
9,46,Language and Linguistics,3,11.6
9,46,Shamanism and Spiritual Practices,3,12
9,46,Shamanism and Spiritual Practices,3,8.5
9,46,Shamanism and Spiritual Practices,3,9.5
9,46,Shamanism and Spiritual Practices,3,15
9,46,Shamanism and Spiritual Practices,3,9
9,46,Shamanism and Spiritual Practices,3,4.5
9,46,Shamanism and Spiritual Practices,3,11.5
9,46,Shamanism and Spiritual Practices,3,7.5
9,46,Shamanism and Spiritual Practices,3,6
9,46,Shamanism and Spiritual Practices,3,3
9,46,Social Organization and Governance,1,15
9,46,Social Organization and Governance,1,16
9,46,Social Organization and Governance,1,14
9,46,Social Organization and Governance,1,16
9,46,Social Organization and Governance,1,13
9,46,Social Organization and Governance,1,16
9,46,Social Organization and Governance,1,13
9,46,Social Organization and Governance,1,14
9,46,Tribal Lore and Traditions,2,15
9,46,Tribal Lore and Traditions,2,11.5
9,46,Tribal Lore and Traditions,2,12.25
9,46,Tribal Lore and Traditions,2,17
9,46,Tribal Lore and Traditions,2,11.5
9,46,Warfare and Diplomacy,3,17.5
9,46,Warfare and Diplomacy,3,13.75
9,46,Warfare and Diplomacy,3,12.75
9,46,Warfare and Diplomacy,3,19
9,51,Art and Symbolism,1,9
9,51,Art and Symbolism,1,5
9,51,Art and Symbolism,1,6.5
9,51,Astronomy and Celestial Navigation,2,14
9,51,Astronomy and Celestial Navigation,2,12
9,51,Astronomy and Celestial Navigation,2,12.5
9,51,Astronomy and Celestial Navigation,2,13
9,51,Environmental Stewardship,2,11.75
9,51,Environmental Stewardship,2,7.75
9,51,Environmental Stewardship,2,11.75
9,51,Herbalism and Medicine,2,7.75
9,51,Herbalism and Medicine,2,10.75
9,51,Herbalism and Medicine,2,6
9,51,Hunting and Gathering Skills,3,11
9,51,Hunting and Gathering Skills,3,12
9,51,Hunting and Gathering Skills,3,14.5
9,51,Hunting and Gathering Skills,3,11.5
9,51,Hunting and Gathering Skills,3,16.5
9,51,Hunting and Gathering Skills,3,11
9,51,Hunting and Gathering Skills,3,11.5
9,51,Language and Linguistics,3,12.5
9,51,Language and Linguistics,3,10.2
9,51,Language and Linguistics,3,11
9,51,Language and Linguistics,3,9
9,51,Shamanism and Spiritual Practices,3,10
9,51,Shamanism and Spiritual Practices,3,11
9,51,Shamanism and Spiritual Practices,3,13
9,51,Shamanism and Spiritual Practices,3,8.5
9,51,Shamanism and Spiritual Practices,3,7.5
9,51,Shamanism and Spiritual Practices,3,4.5
9,51,Shamanism and Spiritual Practices,3,9
9,51,Shamanism and Spiritual Practices,3,10.5
9,51,Shamanism and Spiritual Practices,3,4.5
9,51,Shamanism and Spiritual Practices,3,3.5
9,51,Social Organization and Governance,1,14
9,51,Social Organization and Governance,1,14
9,51,Social Organization and Governance,1,13
9,51,Social Organization and Governance,1,15
9,51,Social Organization and Governance,1,16
9,51,Social Organization and Governance,1,15
9,51,Social Organization and Governance,1,16
9,51,Social Organization and Governance,1,11
9,51,Tribal Lore and Traditions,2,18.25
9,51,Tribal Lore and Traditions,2,9.75
9,51,Tribal Lore and Traditions,2,18.75
9,51,Tribal Lore and Traditions,2,17
9,51,Tribal Lore and Traditions,2,12.75
9,51,Warfare and Diplomacy,3,13.5
9,51,Warfare and Diplomacy,3,11
9,51,Warfare and Diplomacy,3,14.5
9,51,Warfare and Diplomacy,3,17.25
9,51,Warfare and Diplomacy,3,10.5
9,89,Art and Symbolism,1,8.5
9,89,Art and Symbolism,1,10
9,89,Art and Symbolism,1,6.5
9,89,Astronomy and Celestial Navigation,2,11.5
9,89,Astronomy and Celestial Navigation,2,12
9,89,Astronomy and Celestial Navigation,2,11
9,89,Astronomy and Celestial Navigation,2,9
9,89,Environmental Stewardship,2,18
9,89,Environmental Stewardship,2,15.25
9,89,Herbalism and Medicine,2,12
9,89,Herbalism and Medicine,2,6.5
9,89,Herbalism and Medicine,2,7.75
9,89,Hunting and Gathering Skills,3,10.5
9,89,Hunting and Gathering Skills,3,9.5
9,89,Hunting and Gathering Skills,3,12
9,89,Hunting and Gathering Skills,3,13.5
9,89,Hunting and Gathering Skills,3,8
9,89,Hunting and Gathering Skills,3,12
9,89,Hunting and Gathering Skills,3,14
9,89,Language and Linguistics,3,9.4
9,89,Language and Linguistics,3,11.1
9,89,Language and Linguistics,3,7.8
9,89,Language and Linguistics,3,10.8
9,89,Shamanism and Spiritual Practices,3,7.5
9,89,Shamanism and Spiritual Practices,3,5
9,89,Shamanism and Spiritual Practices,3,10
9,89,Shamanism and Spiritual Practices,3,9.5
9,89,Shamanism and Spiritual Practices,3,7
9,89,Shamanism and Spiritual Practices,3,16
9,89,Shamanism and Spiritual Practices,3,13
9,89,Shamanism and Spiritual Practices,3,9
9,89,Shamanism and Spiritual Practices,3,8.5
9,89,Social Organization and Governance,1,14
9,89,Social Organization and Governance,1,15
9,89,Social Organization and Governance,1,14
9,89,Social Organization and Governance,1,14
9,89,Social Organization and Governance,1,16
9,89,Social Organization and Governance,1,13
9,89,Social Organization and Governance,1,14
9,89,Tribal Lore and Traditions,2,9.25
9,89,Tribal Lore and Traditions,2,15.5
9,89,Tribal Lore and Traditions,2,14.5
9,89,Tribal Lore and Traditions,2,17
9,89,Tribal Lore and Traditions,2,13
9,89,Warfare and Diplomacy,3,16.5
9,89,Warfare and Diplomacy,3,14.75
9,89,Warfare and Diplomacy,3,12.5
9,89,Warfare and Diplomacy,3,11.5
9,89,Warfare and Diplomacy,3,12.25
9,95,Art and Symbolism,1,9.5
9,95,Art and Symbolism,1,6
9,95,Art and Symbolism,1,8
9,95,Astronomy and Celestial Navigation,2,10
9,95,Astronomy and Celestial Navigation,2,14.5
9,95,Astronomy and Celestial Navigation,2,9.5
9,95,Astronomy and Celestial Navigation,2,11
9,95,Environmental Stewardship,2,8.5
9,95,Environmental Stewardship,2,14.75
9,95,Herbalism and Medicine,2,12.5
9,95,Herbalism and Medicine,2,15
9,95,Herbalism and Medicine,2,12.5
9,95,Hunting and Gathering Skills,3,12
9,95,Hunting and Gathering Skills,3,12.5
9,95,Hunting and Gathering Skills,3,6
9,95,Hunting and Gathering Skills,3,10
9,95,Hunting and Gathering Skills,3,15
9,95,Hunting and Gathering Skills,3,7
9,95,Hunting and Gathering Skills,3,11
9,95,Language and Linguistics,3,13.7
9,95,Language and Linguistics,3,12.1
9,95,Language and Linguistics,3,11.6
9,95,Language and Linguistics,3,9.9
9,95,Shamanism and Spiritual Practices,3,10
9,95,Shamanism and Spiritual Practices,3,11
9,95,Shamanism and Spiritual Practices,3,9
9,95,Shamanism and Spiritual Practices,3,12.5
9,95,Shamanism and Spiritual Practices,3,8
9,95,Shamanism and Spiritual Practices,3,14.5
9,95,Shamanism and Spiritual Practices,3,8
9,95,Shamanism and Spiritual Practices,3,11.5
9,95,Shamanism and Spiritual Practices,3,8
9,95,Shamanism and Spiritual Practices,3,10.5
9,95,Social Organization and Governance,1,16
9,95,Social Organization and Governance,1,12
9,95,Social Organization and Governance,1,16
9,95,Social Organization and Governance,1,14
9,95,Social Organization and Governance,1,14
9,95,Social Organization and Governance,1,14
9,95,Social Organization and Governance,1,14
9,95,Social Organization and Governance,1,16
9,95,Tribal Lore and Traditions,2,12.5
9,95,Tribal Lore and Traditions,2,9.5
9,95,Tribal Lore and Traditions,2,16
9,95,Tribal Lore and Traditions,2,16.25
9,95,Tribal Lore and Traditions,2,7.25
9,95,Warfare and Diplomacy,3,11.75
9,95,Warfare and Diplomacy,3,16.25
9,95,Warfare and Diplomacy,3,13
9,95,Warfare and Diplomacy,3,14.75
9,95,Warfare and Diplomacy,3,16
9,97,Art and Symbolism,1,9
9,97,Art and Symbolism,1,13.5
9,97,Art and Symbolism,1,7.5
9,97,Astronomy and Celestial Navigation,2,13.5
9,97,Astronomy and Celestial Navigation,2,12.5
9,97,Astronomy and Celestial Navigation,2,12.5
9,97,Astronomy and Celestial Navigation,2,12.5
9,97,Environmental Stewardship,2,12
9,97,Environmental Stewardship,2,11.25
9,97,Herbalism and Medicine,2,10.5
9,97,Herbalism and Medicine,2,10.75
9,97,Herbalism and Medicine,2,16
9,97,Hunting and Gathering Skills,3,8
9,97,Hunting and Gathering Skills,3,12.5
9,97,Hunting and Gathering Skills,3,17.5
9,97,Hunting and Gathering Skills,3,14.5
9,97,Hunting and Gathering Skills,3,9
9,97,Hunting and Gathering Skills,3,9.5
9,97,Language and Linguistics,3,13.3
9,97,Language and Linguistics,3,10.4
9,97,Language and Linguistics,3,10.3
9,97,Language and Linguistics,3,10.9
9,97,Shamanism and Spiritual Practices,3,7.5
9,97,Shamanism and Spiritual Practices,3,11.5
9,97,Shamanism and Spiritual Practices,3,11.5
9,97,Shamanism and Spiritual Practices,3,10
9,97,Shamanism and Spiritual Practices,3,5.5
9,97,Shamanism and Spiritual Practices,3,13.5
9,97,Shamanism and Spiritual Practices,3,7
9,97,Shamanism and Spiritual Practices,3,9
9,97,Shamanism and Spiritual Practices,3,14
9,97,Social Organization and Governance,1,14
9,97,Social Organization and Governance,1,14
9,97,Social Organization and Governance,1,15
9,97,Social Organization and Governance,1,14
9,97,Social Organization and Governance,1,14
9,97,Social Organization and Governance,1,15
9,97,Social Organization and Governance,1,14
9,97,Social Organization and Governance,1,13
9,97,Tribal Lore and Traditions,2,18
9,97,Tribal Lore and Traditions,2,8
9,97,Tribal Lore and Traditions,2,18
9,97,Tribal Lore and Traditions,2,16.75
9,97,Tribal Lore and Traditions,2,17.25
9,97,Warfare and Diplomacy,3,14
9,97,Warfare and Diplomacy,3,12.75
9,97,Warfare and Diplomacy,3,14
9,97,Warfare and Diplomacy,3,16.5
9,148,Art and Symbolism,1,7.5
9,148,Art and Symbolism,1,5.5
9,148,Art and Symbolism,1,12
9,148,Astronomy and Celestial Navigation,2,13
9,148,Astronomy and Celestial Navigation,2,13.5
9,148,Astronomy and Celestial Navigation,2,13
9,148,Astronomy and Celestial Navigation,2,12
9,148,Environmental Stewardship,2,7.25
9,148,Environmental Stewardship,2,10.5
9,148,Environmental Stewardship,2,11.75
9,148,Herbalism and Medicine,2,11.5
9,148,Herbalism and Medicine,2,12.5
9,148,Herbalism and Medicine,2,8.5
9,148,Hunting and Gathering Skills,3,13.5
9,148,Hunting and Gathering Skills,3,10.5
9,148,Hunting and Gathering Skills,3,12.5
9,148,Hunting and Gathering Skills,3,12
9,148,Hunting and Gathering Skills,3,11
9,148,Hunting and Gathering Skills,3,12
9,148,Hunting and Gathering Skills,3,14.5
9,148,Language and Linguistics,3,10.8
9,148,Language and Linguistics,3,12.2
9,148,Language and Linguistics,3,14.1
9,148,Language and Linguistics,3,10.1
9,148,Shamanism and Spiritual Practices,3,9
9,148,Shamanism and Spiritual Practices,3,10.5
9,148,Shamanism and Spiritual Practices,3,3.5
9,148,Shamanism and Spiritual Practices,3,4
9,148,Shamanism and Spiritual Practices,3,15.5
9,148,Shamanism and Spiritual Practices,3,12.5
9,148,Shamanism and Spiritual Practices,3,10
9,148,Shamanism and Spiritual Practices,3,12
9,148,Shamanism and Spiritual Practices,3,10.5
9,148,Shamanism and Spiritual Practices,3,9.5
9,148,Social Organization and Governance,1,16
9,148,Social Organization and Governance,1,13
9,148,Social Organization and Governance,1,17
9,148,Social Organization and Governance,1,14
9,148,Social Organization and Governance,1,16
9,148,Social Organization and Governance,1,14
9,148,Tribal Lore and Traditions,2,12.5
9,148,Tribal Lore and Traditions,2,13.75
9,148,Tribal Lore and Traditions,2,15
9,148,Tribal Lore and Traditions,2,13
9,148,Tribal Lore and Traditions,2,19.25
9,148,Warfare and Diplomacy,3,19.25
9,148,Warfare and Diplomacy,3,14.25
9,148,Warfare and Diplomacy,3,13.75
9,148,Warfare and Diplomacy,3,16.5
9,148,Warfare and Diplomacy,3,11.75
9,161,Art and Symbolism,1,5.5
9,161,Art and Symbolism,1,9
9,161,Art and Symbolism,1,10.5
9,161,Astronomy and Celestial Navigation,2,13
9,161,Astronomy and Celestial Navigation,2,10.5
9,161,Astronomy and Celestial Navigation,2,13.5
9,161,Astronomy and Celestial Navigation,2,11
9,161,Environmental Stewardship,2,16.75
9,161,Environmental Stewardship,2,14.75
9,161,Environmental Stewardship,2,10.5
9,161,Herbalism and Medicine,2,9
9,161,Herbalism and Medicine,2,11
9,161,Herbalism and Medicine,2,8.25
9,161,Hunting and Gathering Skills,3,16
9,161,Hunting and Gathering Skills,3,15
9,161,Hunting and Gathering Skills,3,6.5
9,161,Hunting and Gathering Skills,3,13
9,161,Hunting and Gathering Skills,3,11
9,161,Hunting and Gathering Skills,3,12
9,161,Hunting and Gathering Skills,3,15.5
9,161,Language and Linguistics,3,11.6
9,161,Language and Linguistics,3,10.6
9,161,Language and Linguistics,3,7.6
9,161,Language and Linguistics,3,10.5
9,161,Shamanism and Spiritual Practices,3,12
9,161,Shamanism and Spiritual Practices,3,14.5
9,161,Shamanism and Spiritual Practices,3,9
9,161,Shamanism and Spiritual Practices,3,7
9,161,Shamanism and Spiritual Practices,3,7
9,161,Shamanism and Spiritual Practices,3,4.5
9,161,Shamanism and Spiritual Practices,3,12
9,161,Shamanism and Spiritual Practices,3,5
9,161,Shamanism and Spiritual Practices,3,5.5
9,161,Social Organization and Governance,1,13
9,161,Social Organization and Governance,1,14
9,161,Social Organization and Governance,1,13
9,161,Social Organization and Governance,1,14
9,161,Social Organization and Governance,1,14
9,161,Social Organization and Governance,1,13
9,161,Social Organization and Governance,1,14
9,161,Social Organization and Governance,1,13
9,161,Tribal Lore and Traditions,2,19.25
9,161,Tribal Lore and Traditions,2,19.5
9,161,Tribal Lore and Traditions,2,10
9,161,Tribal Lore and Traditions,2,20
9,161,Tribal Lore and Traditions,2,14
9,161,Warfare and Diplomacy,3,10.75
9,161,Warfare and Diplomacy,3,12
9,161,Warfare and Diplomacy,3,8.75
9,161,Warfare and Diplomacy,3,14.5
9,161,Warfare and Diplomacy,3,16.5
9,188,Art and Symbolism,1,11.5
9,188,Art and Symbolism,1,7.5
9,188,Art and Symbolism,1,1.5
9,188,Astronomy and Celestial Navigation,2,13
9,188,Astronomy and Celestial Navigation,2,11
9,188,Astronomy and Celestial Navigation,2,12.5
9,188,Astronomy and Celestial Navigation,2,11.5
9,188,Environmental Stewardship,2,19
9,188,Environmental Stewardship,2,14
9,188,Environmental Stewardship,2,13.25
9,188,Herbalism and Medicine,2,9.25
9,188,Herbalism and Medicine,2,8.25
9,188,Herbalism and Medicine,2,9.5
9,188,Hunting and Gathering Skills,3,11
9,188,Hunting and Gathering Skills,3,13
9,188,Hunting and Gathering Skills,3,14
9,188,Hunting and Gathering Skills,3,11.5
9,188,Hunting and Gathering Skills,3,17.5
9,188,Hunting and Gathering Skills,3,11.5
9,188,Language and Linguistics,3,11.4
9,188,Language and Linguistics,3,10
9,188,Language and Linguistics,3,11.5
9,188,Language and Linguistics,3,11
9,188,Shamanism and Spiritual Practices,3,7.5
9,188,Shamanism and Spiritual Practices,3,11.5
9,188,Shamanism and Spiritual Practices,3,9.5
9,188,Shamanism and Spiritual Practices,3,6.5
9,188,Shamanism and Spiritual Practices,3,8.5
9,188,Shamanism and Spiritual Practices,3,5
9,188,Shamanism and Spiritual Practices,3,6.5
9,188,Shamanism and Spiritual Practices,3,7.5
9,188,Shamanism and Spiritual Practices,3,10
9,188,Shamanism and Spiritual Practices,3,8.5
9,188,Social Organization and Governance,1,14
9,188,Social Organization and Governance,1,15
9,188,Social Organization and Governance,1,13
9,188,Social Organization and Governance,1,14
9,188,Social Organization and Governance,1,15
9,188,Social Organization and Governance,1,15
9,188,Social Organization and Governance,1,17
9,188,Social Organization and Governance,1,12
9,188,Tribal Lore and Traditions,2,12.75
9,188,Tribal Lore and Traditions,2,13.25
9,188,Tribal Lore and Traditions,2,11
9,188,Tribal Lore and Traditions,2,10.25
9,188,Tribal Lore and Traditions,2,16
9,188,Warfare and Diplomacy,3,15
9,188,Warfare and Diplomacy,3,12
9,188,Warfare and Diplomacy,3,13.75
9,188,Warfare and Diplomacy,3,13.5
9,188,Warfare and Diplomacy,3,19
9,201,Art and Symbolism,1,8.5
9,201,Art and Symbolism,1,3.5
9,201,Art and Symbolism,1,16
9,201,Astronomy and Celestial Navigation,2,13
9,201,Astronomy and Celestial Navigation,2,11
9,201,Astronomy and Celestial Navigation,2,13.5
9,201,Astronomy and Celestial Navigation,2,11
9,201,Environmental Stewardship,2,17.75
9,201,Environmental Stewardship,2,14.75
9,201,Environmental Stewardship,2,6
9,201,Herbalism and Medicine,2,12
9,201,Herbalism and Medicine,2,7.75
9,201,Hunting and Gathering Skills,3,9
9,201,Hunting and Gathering Skills,3,9.5
9,201,Hunting and Gathering Skills,3,10
9,201,Hunting and Gathering Skills,3,14
9,201,Hunting and Gathering Skills,3,9
9,201,Hunting and Gathering Skills,3,12.5
9,201,Hunting and Gathering Skills,3,8
9,201,Language and Linguistics,3,13.4
9,201,Language and Linguistics,3,10.1
9,201,Language and Linguistics,3,9.7
9,201,Shamanism and Spiritual Practices,3,5
9,201,Shamanism and Spiritual Practices,3,7.5
9,201,Shamanism and Spiritual Practices,3,6
9,201,Shamanism and Spiritual Practices,3,13.5
9,201,Shamanism and Spiritual Practices,3,10
9,201,Shamanism and Spiritual Practices,3,7.5
9,201,Shamanism and Spiritual Practices,3,14.5
9,201,Shamanism and Spiritual Practices,3,9
9,201,Shamanism and Spiritual Practices,3,10.5
9,201,Social Organization and Governance,1,14
9,201,Social Organization and Governance,1,11
9,201,Social Organization and Governance,1,13
9,201,Social Organization and Governance,1,14
9,201,Social Organization and Governance,1,15
9,201,Social Organization and Governance,1,12
9,201,Social Organization and Governance,1,14
9,201,Tribal Lore and Traditions,2,12.5
9,201,Tribal Lore and Traditions,2,10.25
9,201,Tribal Lore and Traditions,2,14
9,201,Tribal Lore and Traditions,2,7.75
9,201,Warfare and Diplomacy,3,12.25
9,201,Warfare and Diplomacy,3,12.25
9,201,Warfare and Diplomacy,3,18.25
9,201,Warfare and Diplomacy,3,13.75
9,228,Art and Symbolism,1,2.5
9,228,Art and Symbolism,1,9
9,228,Art and Symbolism,1,11
9,228,Astronomy and Celestial Navigation,2,11.5
9,228,Astronomy and Celestial Navigation,2,13
9,228,Astronomy and Celestial Navigation,2,14
9,228,Astronomy and Celestial Navigation,2,12
9,228,Environmental Stewardship,2,20
9,228,Environmental Stewardship,2,14.5
9,228,Environmental Stewardship,2,13.25
9,228,Herbalism and Medicine,2,9.25
9,228,Herbalism and Medicine,2,15.5
9,228,Hunting and Gathering Skills,3,13
9,228,Hunting and Gathering Skills,3,6.5
9,228,Hunting and Gathering Skills,3,15.5
9,228,Hunting and Gathering Skills,3,12
9,228,Hunting and Gathering Skills,3,12.5
9,228,Hunting and Gathering Skills,3,11
9,228,Hunting and Gathering Skills,3,11
9,228,Language and Linguistics,3,9.9
9,228,Language and Linguistics,3,13.5
9,228,Language and Linguistics,3,8.5
9,228,Language and Linguistics,3,7.2
9,228,Shamanism and Spiritual Practices,3,11.5
9,228,Shamanism and Spiritual Practices,3,9
9,228,Shamanism and Spiritual Practices,3,11
9,228,Shamanism and Spiritual Practices,3,12
9,228,Shamanism and Spiritual Practices,3,11
9,228,Shamanism and Spiritual Practices,3,11
